_id,name,address,moodKeywords
65ad3d7d5a419523bb35847b,고기꾼김춘배 강남점,"서울 강남구 강남대로100길 13 3층, 4층","['캐주얼한', '고급스러운']"
65ad3d7d5a419523bb35847c,강남 돼지상회 무한리필,서울 강남구 강남대로98길 11 2층 메트로 빌딩 2층,"['서민적인', '시끌벅적한']"
65ad3d7d5a419523bb35847d,강남랭겹 강남점,서울 강남구 강남대로96길 13,['시끌벅적한']
65ad3d7d5a419523bb35847e,스크렘,서울 강남구 봉은사로4길 17 1F,"['깔끔한', '예쁜']"
65ad3d7d5a419523bb35847f,다슬음,서울 강남구 강남대로62길 23 역삼빌딩 1층 다슬음 요리주점,['고급스러운']
65ad3d7d5a419523bb358480,호랑가시,서울 강남구 봉은사로6길 32 지하1층-3층,"['깔끔한', '숨은맛집']"
65ad3d7d5a419523bb358481,가가솥밥 강남점,서울 강남구 역삼로5길 19 1층,"['깔끔한', '비좁우']"
65ad3d7d5a419523bb358483,양파이 강남점,서울 강남구 강남대로94길 14,"['캐주얼한', '이국적/이색적']"
65ad3d7d5a419523bb358484,한성양꼬치 강남점,서울 강남구 강남대로78길 25,['친절한']
65ad3d7d5a419523bb358486,찬란한아구 강남본점,서울 강남구 강남대로78길 12 2층 찬란한아구 강남본점,"['캐주얼한', '서민적인']"
65ad3d7d5a419523bb358487,엘라,서울 강남구 테헤란로5길 36 1층 엘라,"['이국적', '깔끔한']"
65ad3d7d5a419523bb358488,참치공방 강남점,서울 강남구 강남대로78길 18 2층,"['신선한', '깨끗한']"
65ad3d815a419523bb35848b,고메스시,서울 강남구 테헤란로1길 26,"['캐주얼한', '서민적인']"
65ad3d815a419523bb35848c,겟썸커피 Downstairs,서울 강남구 봉은사로6길 30 지하 1층,"['조용한', '예쁜']"
65ad3d815a419523bb35848e,미엔아이 천등,서울 강남구 봉은사로4길 32 1층,"['캐주얼한', '가성비좋은']"
65ad3d815a419523bb358490,삼겹살전문점대통령 역삼점,서울 강남구 강남대로110길 14 1층,"['친절한', '신선한']"
65ad3d815a419523bb358492,너무한육회연어,서울 강남구 테헤란로1길 19 B2,"['푸짐한', '시끌벅적한']"
65ad3d815a419523bb358495,아브라소812,서울 강남구 봉은사로4길 29 B1호,"['예쁜', '아늑한']"
65ad3d815a419523bb358496,떠빱,"서울 강남구 테헤란로4길 46 제지1층 (B1) 145,146호 떠빱","['숨은맛집', '서민적인']"
65ad3d815a419523bb358497,국제수입식당 본점,서울 강남구 논현로79길 62,"['가성비좋은', '서민적인']"
65ad3d815a419523bb35849a,나이티지,서울 강남구 테헤란로6길 48 1층 나이티지 본점,['야외좌석']
65ad3d815a419523bb35849b,소림마라 신논현점,서울 강남구 봉은사로2길 21 반석빌딩 지상1층,['서민적인']
65ad3d815a419523bb35849c,육가온 강남본점,서울 강남구 강남대로 374 케이스퀘어강남2 지하1층,"['깔끔한', '서민적인']"
65ad3d815a419523bb35849f,아방궁,서울 강남구 역삼로1길 18,['고급스러운']
65ad3d815a419523bb3584a0,신데렐라롱 강남본점,서울 강남구 역삼로 139 105호,['지역주민이찾는']
